約定日	銘柄	コード	市場	取引	約定数量	約定単価	手数料/諸経費等	税額	受渡日	受渡金額/決済損益	特例	外貨建て金額	為替レート
2013/12/26	ミクシィ	2121	東証	株式現物売	100	6890	307	15	2014/1/6	688678			
2013/12/26	ミクシィ	2121	東証	株式現物買	100	7240	487	24	2014/1/6	724511			
2013/12/26	ミクシィ	2121	東証	株式現物買	100	7610	--	--	2014/1/6	761000	NISA		
2013/12/27	ミクシィ	2121	東証	株式現物売	300	6900	921	46	2014/1/7	2069033			
2013/12/27	ミクシィ	2121	PTS	株式現物買	100	6820	462	23	2014/1/8	682485			
2013/12/27	ミクシィ	2121	東証	株式現物買	100	6720	487	24	2014/1/7	672511			
2013/12/30	アークランドサービス	3085	東証	株式現物売	100	2449	272	13	2014/1/8	244615			
2013/12/30	ミクシィ	2121	東証	株式現物買	200	7390	582	29	2014/1/8	1478611			
2013/12/30	ミクシィ	2121	東証	株式現物買	200	7630	921	46	2014/1/8	1526967			
2013/12/30	藤商事	6257	東証	株式現物買	400	1273	487	24	2014/1/8	509711			
2013/12/30	アールビバン	7523	東証	株式現物買	1000	366	272	13	2014/1/8	366285			
2013/12/30	進学会	9760	東証	株式現物買	1000	435	272	13	2014/1/8	435285			
2014/1/6	ミクシィ	2121	東証	株式現物売	200	7220	582	29	2014/1/9	1443389			
2014/1/6	日本商業開発	3252	名証	株式現物売	100	1707	185	9	2014/1/9	170506			
2014/1/7	ミクシィ	2121	東証	株式現物売	200	7100	582	29	2014/1/10	1419389			
2014/1/7	ミクシィ	2121	東証	株式現物買	100	6470	292	15	2014/1/10	647307			
2014/1/7	ミクシィ	2121	東証	株式現物買	100	6460	290	14	2014/1/10	646304			
2014/1/7	ミクシィ	2121	東証	株式現物買	200	6240	582	29	2014/1/10	1248611			
2014/1/8	ミクシィ	2121	東証	株式現物売	200	7030	582	29	2014/1/14	1405389			
2014/1/9	ミクシィ	2121	東証	株式現物買	100	6720	487	24	2014/1/15	672511			
2014/1/9	ミクシィ	2121	東証	株式現物買	200	6760	582	29	2014/1/15	1352611			
2014/1/10	ミクシィ	2121	PTS	株式現物買	100	6690	462	23	2014/1/17	669485			
2014/1/10	ＫＧ情報	2408	東証	株式現物買	900	555	272	13	2014/1/16	499785			
2014/1/14	アークランドサービス	3085	東証	株式現物売	100	2475	272	13	2014/1/17	247215			
2014/1/14	アールビバン	7523	東証	株式現物売	300	442	81	3	2014/1/17	132516			
2014/1/14	アールビバン	7523	東証	株式現物売	100	440	27	1	2014/1/17	43972			
2014/1/14	アールビバン	7523	東証	株式現物売	600	441	164	9	2014/1/17	264427			
2014/1/14	マルキョウ	9866	福証	株式現物売	1000	519	487	24	2014/1/17	518489			
2014/1/14	ミクシィ	2121	PTS	株式現物買	100	6830	462	23	2014/1/17	683485			
2014/1/15	ミクシィ	2121	PTS	株式現物売	100	7570	462	23	2014/1/20	756515			
2014/1/15	ミクシィ	2121	東証	株式現物売	200	7520	921	46	2014/1/20	1503033			
2014/1/15	ミクシィ	2121	PTS	株式現物買	100	7180	462	23	2014/1/20	718485			
2014/1/15	ミクシィ	2121	PTS	株式現物買	100	7400	462	23	2014/1/20	740485			
2014/1/15	ホシデン	6804	PTS	株式現物買	500	590	259	12	2014/1/20	295271			
2014/1/15	ジェイアイエヌ	3046	東証	信用新規売	200	4240	360	18	2014/1/20	--			
2014/1/15	ジェイアイエヌ	3046	東証	信用返済買	200	4135	746	36	2014/1/20	20218			
2014/1/16	アークランドサービス	3085	東証	株式現物売	100	2500	272	13	2014/1/21	249715			
2014/1/16	アークランドサービス	3085	東証	株式現物売	100	2500	272	13	2014/1/21	249715			
2014/1/16	ミクシィ	2121	PTS	株式現物買	100	7130	462	23	2014/1/21	713485			
2014/1/16	ミクシィ	2121	東証	株式現物買	100	7200	487	24	2014/1/21	720511			
2014/1/16	北越工業	6364	東証	株式現物買	1000	350	272	13	2014/1/21	350285			
2014/1/16	パーカーコーポレーション	9845	東証	株式現物買	1000	322	272	13	2014/1/21	322285			
2014/1/17	ミクシィ	2121	東証	株式現物売	100	6840	292	15	2014/1/22	683693			
2014/1/17	ミクシィ	2121	東証	株式現物売	100	6810	307	15	2014/1/22	680678			
2014/1/17	ミクシィ	2121	東証	株式現物売	100	6830	290	14	2014/1/22	682696			
2014/1/17	ミクシィ	2121	東証	株式現物売	200	6800	614	31	2014/1/22	1359355			
2014/1/17	地域新聞社	2164	東証	株式現物売	100	416	37	1	2014/1/22	41562			
2014/1/17	地域新聞社	2164	東証	株式現物売	500	415	187	9	2014/1/22	207304			
2014/1/17	地域新聞社	2164	東証	株式現物売	100	413	37	1	2014/1/22	41262			
2014/1/17	地域新聞社	2164	東証	株式現物売	600	414	226	13	2014/1/22	248161			
2014/1/17	ＫＧ情報	2408	東証	株式現物売	500	540	151	8	2014/1/22	269841			
2014/1/17	ＫＧ情報	2408	東証	株式現物売	400	541	121	5	2014/1/22	216274			
2014/1/17	アークランドサービス	3085	東証	株式現物売	100	2520	272	13	2014/1/22	251715			
2014/1/17	エーワン精密	6156	東証	株式現物売	100	3300	272	13	2014/1/22	329715			
2014/1/17	ホシデン	6804	PTS	株式現物売	1400	573	462	23	2014/1/23	801715			
2014/1/17	ミクシィ	2121	東証	株式現物買	100	6880	487	24	2014/1/22	688511			
2014/1/17	ケンコーマヨネーズ	2915	東証	株式現物買	100	929	139	6	2014/1/22	93045			
2014/1/17	帝国繊維	3302	東証	株式現物買	300	1317	272	13	2014/1/22	395385			
2014/1/17	富士興産	5009	東証	株式現物買	700	715	487	24	2014/1/22	501011			
2014/1/20	ミクシィ	2121	東証	株式現物売	200	6700	582	29	2014/1/23	1339389			
2014/1/20	ミクシィ	2121	東証	株式現物売	300	6730	921	46	2014/1/23	2018033			
2014/1/20	ミクシィ	2121	PTS	株式現物売	400	6610	876	43	2014/1/23	2643081			
2014/1/20	ミクシィ	2121	東証	株式現物売	100	6650	487	24	2014/1/23	664489			
2014/1/20	アークランドサービス	3085	東証	株式現物売	100	2599	272	13	2014/1/23	259615			
2014/1/20	マルハニチロホールディングス	1334	東証	信用新規売	4000	179	360	18	2014/1/23	--			
2014/1/21	ミクシィ	2121	東証	株式現物売	100	6990	487	24	2014/1/24	698489			
2014/1/21	アークランドサービス	3085	東証	株式現物売	100	2579	272	13	2014/1/24	257615			
2014/1/21	プロトコーポレーション	4298	東証	株式現物売	100	1499	185	9	2014/1/24	149706			
2014/1/21	日本管財	9728	東証	株式現物売	100	2080	272	13	2014/1/24	207715			
2014/1/21	パーカーコーポレーション	9845	東証	株式現物売	1000	349	272	13	2014/1/24	348715			
2014/1/21	ミクシィ	2121	PTS	株式現物買	100	6450	462	23	2014/1/24	645485			
2014/1/21	ミクシィ	2121	PTS	株式現物買	100	6600	462	23	2014/1/24	660485			
2014/1/21	ミクシィ	2121	東証	株式現物買	100	6700	487	24	2014/1/24	670511			
2014/1/21	トレジャー・ファクトリー	3093	東証	株式現物買	200	1869	272	13	2014/1/24	374085			
2014/1/21	パイオラックス	5988	東証	株式現物買	100	4290	272	13	2014/1/24	429285			
2014/1/21	ＳＰＫ	7466	東証	株式現物買	100	1975	135	6	2014/1/24	197641			
2014/1/21	ＳＰＫ	7466	東証	株式現物買	100	1976	137	7	2014/1/24	197744			
2014/1/22	桧家ホールディングス	1413	名証	株式現物売	300	1527	244	13	2014/1/27	457843			
2014/1/22	桧家ホールディングス	1413	名証	株式現物売	300	1526	243	11	2014/1/27	457546			
2014/1/22	アークランドサービス	3085	東証	株式現物売	100	2681	272	13	2014/1/27	267815			
2014/1/22	アークランドサービス	3085	東証	株式現物売	100	2598	272	13	2014/1/27	259515			
2014/1/22	アークランドサービス	3085	東証	株式現物売	100	2599	272	13	2014/1/27	259615			
2014/1/22	コニシ	4956	東証	株式現物売	200	2048	272	13	2014/1/27	409315			
2014/1/22	北越工業	6364	東証	株式現物売	1000	386	272	13	2014/1/27	385715			
2014/1/22	シャルレ	9885	東証	株式現物売	800	530	242	12	2014/1/27	423746			
2014/1/22	シャルレ	9885	東証	株式現物売	100	529	30	1	2014/1/27	52869			
2014/1/22	ミクシィ	2121	東証	株式現物買	200	6800	582	29	2014/1/27	1360611			
2014/1/22	ミクシィ	2121	PTS	株式現物買	200	7010	553	27	2014/1/28	1402580			
2014/1/22	ミクシィ	2121	東証	株式現物買	200	6730	582	29	2014/1/27	1346611			
2014/1/22	ミクシィ	2121	東証	株式現物買	200	6850	582	29	2014/1/27	1370611			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7570	487	24	2014/1/28	756489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7470	487	24	2014/1/28	746489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7170	487	24	2014/1/28	716489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7670	487	24	2014/1/28	766489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7210	487	24	2014/1/28	720489			
2014/1/23	ミクシィ	2121	PTS	株式現物売	100	7110	462	23	2014/1/28	710515			
2014/1/23	ミクシィ	2121	PTS	株式現物売	100	7370	462	23	2014/1/28	736515			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7150	487	24	2014/1/28	714489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7250	487	24	2014/1/28	724489			
2014/1/23	ミクシィ	2121	東証	株式現物売	100	7200	487	24	2014/1/28	719489			
2014/1/23	アークランドサービス	3085	東証	株式現物売	200	2672	232	11	2014/1/28	534157			
2014/1/23	アークランドサービス	3085	東証	株式現物売	300	2673	350	18	2014/1/28	801532			
2014/1/23	アークランドサービス	3085	東証	株式現物売	100	2671	272	13	2014/1/28	266815			
2014/1/23	帝国繊維	3302	東証	株式現物売	300	1349	272	13	2014/1/28	404415			
2014/1/23	パイオラックス	5988	東証	株式現物売	100	4125	272	13	2014/1/28	412215			
2014/1/23	日本フェンオール	6870	東証	株式現物売	100	1427	121	5	2014/1/28	142574			
2014/1/23	日本フェンオール	6870	東証	株式現物売	200	1431	245	13	2014/1/28	285942			
2014/1/23	日本フェンオール	6870	東証	株式現物売	100	1432	121	6	2014/1/28	143073			
2014/1/23	日本アンテナ	6930	東証	株式現物売	100	763	92	4	2014/1/28	76204			
2014/1/23	日本アンテナ	6930	東証	株式現物売	200	796	185	9	2014/1/28	159006			
2014/1/23	日本アンテナ	6930	東証	株式現物売	100	766	93	5	2014/1/28	76502			
2014/1/23	ＮＩＴＴＯＨ	1738	名証	株式現物買	1000	439	272	13	2014/1/28	439285			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7220	487	24	2014/1/28	722511			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7230	487	24	2014/1/28	723511			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7300	487	24	2014/1/28	730511			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7100	487	24	2014/1/28	710511			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7200	487	24	2014/1/28	720511			
2014/1/23	ミクシィ	2121	東証	株式現物買	100	7200	487	24	2014/1/28	720511			
2014/1/23	創通	3711	東証	株式現物買	200	3495	487	24	2014/1/28	699511			
2014/1/23	マルゼン	5982	東証	株式現物買	1000	1034	582	29	2014/1/28	1034611			
2014/1/23	日本フェンオール	6870	東証	株式現物買	400	1472	487	24	2014/1/28	589311			
2014/1/24	ミクシィ	2121	東証	株式現物売	100	6800	487	24	2014/1/29	679489			
2014/1/24	ケンコーマヨネーズ	2915	東証	株式現物売	100	907	139	6	2014/1/29	90555			
2014/1/24	アークランドサービス	3085	東証	株式現物売	100	2591	272	13	2014/1/29	258815			
2014/1/24	アークランドサービス	3085	東証	株式現物売	100	2590	272	13	2014/1/29	258715			
2014/1/24	富士興産	5009	東証	株式現物売	400	690	156	8	2014/1/29	275836			
2014/1/24	富士興産	5009	東証	株式現物売	300	689	116	5	2014/1/29	206579			
2014/1/24	日本アンテナ	6930	東証	株式現物売	200	725	185	9	2014/1/29	144806			
2014/1/24	ＳＰＫ	7466	東証	株式現物売	100	1901	135	6	2014/1/29	189959			
2014/1/24	ＳＰＫ	7466	東証	株式現物売	100	1903	137	7	2014/1/29	190156			
2014/1/24	ミクシィ	2121	東証	株式現物買	100	7140	487	24	2014/1/29	714511			
2014/1/24	ミクシィ	2121	東証	株式現物買	100	6700	487	24	2014/1/29	670511			
2014/1/24	ミクシィ	2121	東証	株式現物買	100	6800	487	24	2014/1/29	680511			
2014/1/24	ミクシィ	2121	PTS	株式現物買	100	6990	462	23	2014/1/29	699485			
2014/1/24	ミクシィ	2121	PTS	株式現物買	100	6600	462	23	2014/1/30	660485			
2014/1/24	ミクシィ	2121	東証	株式現物買	100	6730	487	24	2014/1/29	673511			
2014/1/24	ミクシィ	2121	東証	株式現物買	100	6800	487	24	2014/1/29	680511			
2014/1/27	ＮＩＴＴＯＨ	1738	名証	株式現物売	1000	411	272	13	2014/1/30	410715			
2014/1/27	シーキューブ	1936	名証	株式現物売	1000	453	272	13	2014/1/30	452715			
2014/1/27	ミクシィ	2121	東証	株式現物売	200	6290	582	29	2014/1/30	1257389			
2014/1/27	ミクシィ	2121	東証	株式現物売	600	6500	921	46	2014/1/30	3899033			
2014/1/27	ミクシィ	2121	東証	株式現物売	100	6360	487	24	2014/1/30	635489			
2014/1/27	アークランドサービス	3085	東証	株式現物売	100	2555	162	7	2014/1/30	255331			
2014/1/27	アークランドサービス	3085	東証	株式現物売	200	2556	325	17	2014/1/30	510858			
2014/1/27	創通	3711	東証	株式現物売	100	3325	243	11	2014/1/30	332246			
2014/1/27	創通	3711	東証	株式現物売	100	3330	244	13	2014/1/30	332743			
2014/1/27	カーリットホールディングス	4275	東証	株式現物売	100	488	139	6	2014/1/30	48655			
2014/1/27	マルゼン	5982	東証	株式現物売	1000	983	487	24	2014/1/30	982489			
2014/1/27	藤商事	6257	東証	株式現物売	100	1357	121	6	2014/1/30	135573			
2014/1/27	藤商事	6257	東証	株式現物売	100	1356	121	5	2014/1/30	135474			
2014/1/27	藤商事	6257	東証	株式現物売	100	1355	121	5	2014/1/30	135374			
2014/1/27	藤商事	6257	東証	株式現物売	100	1359	124	8	2014/1/30	135768			
2014/1/27	光製作所	8191	東証	株式現物売	1000	710	487	24	2014/1/30	709489			
2014/1/27	進学会	9760	東証	株式現物売	200	411	54	2	2014/1/30	82144			
2014/1/27	進学会	9760	東証	株式現物売	400	413	110	7	2014/1/30	165083			
2014/1/27	進学会	9760	東証	株式現物売	300	410	81	3	2014/1/30	122916			
2014/1/27	進学会	9760	東証	株式現物売	100	412	27	1	2014/1/30	41172			
2014/1/28	ミクシィ	2121	PTS	株式現物売	400	6010	876	43	2014/1/31	2403081			
2014/1/28	ミクシィ	2121	東証	株式現物買	100	6500	487	24	2014/1/31	650511			
2014/1/28	ミクシィ	2121	東証	株式現物買	100	5750	487	24	2014/1/31	575511			
2014/1/28	アイスタイル	3660	東証	株式現物買	200	546	60	2	2014/1/31	109262			
2014/1/28	アイスタイル	3660	東証	株式現物買	500	547	152	9	2014/1/31	273661			
2014/1/28	アイスタイル	3660	東証	株式現物買	100	544	30	1	2014/1/31	54431			
2014/1/28	アイスタイル	3660	東証	株式現物買	100	543	30	1	2014/1/31	54331			
2014/1/28	船井電機	6839	PTS	株式現物買	400	1293	462	23	2014/1/31	517685			
2014/1/29	ミクシィ	2121	東証	株式現物買	100	6000	487	24	2014/2/3	600511			
2014/1/29	創通	3711	東証	株式現物買	100	3700	244	13	2014/2/3	370257			
2014/1/29	創通	3711	東証	株式現物買	100	3695	243	11	2014/2/3	369754			
2014/1/30	ミクシィ	2121	東証	株式現物売	100	5540	487	24	2014/2/4	553489			
2014/1/30	ミクシィ	2121	東証	株式現物買	100	5830	487	24	2014/2/4	583511			
2014/1/30	ミクシィ	2121	東証	株式現物買	100	5600	487	24	2014/2/4	560511			
2014/1/30	ミクシィ	2121	東証	株式現物買	100	5700	487	24	2014/2/4	570511			
2014/1/30	ミクシィ	2121	PTS	株式現物買	200	5700	553	27	2014/2/5	1140580			
2014/1/30	日本アンテナ	6930	東証	株式現物買	500	685	272	13	2014/2/4	342785			
2014/1/31	ミクシィ	2121	東証	株式現物売	400	5280	738	37	2014/2/5	2111225			
2014/1/31	ミクシィ	2121	東証	株式現物売	100	5270	183	9	2014/2/5	526808			
2014/1/31	ミクシィ	2121	PTS	株式現物売	100	5350	462	23	2014/2/5	534515			
2014/1/31	アジュバンコスメジャパン	4929	東証	株式現物買	400	1016	390	20	2014/2/5	406810			
2014/1/31	アジュバンコスメジャパン	4929	東証	株式現物買	100	1015	97	4	2014/2/5	101601			
2014/2/3	アイスタイル	3660	東証	株式現物売	200	476	60	2	2014/2/6	95138			
2014/2/3	アイスタイル	3660	東証	株式現物売	700	475	212	11	2014/2/6	332277			
2014/2/3	アジュバンコスメジャパン	4929	東証	株式現物売	200	960	108	5	2014/2/6	191887			
2014/2/3	アジュバンコスメジャパン	4929	東証	株式現物売	300	959	164	8	2014/2/6	287528			
2014/2/4	ミクシィ	2121	東証	株式現物売	100	4510	272	13	2014/2/7	450715			
2014/2/4	スタジオアリス	2305	東証	株式現物売	100	1225	185	9	2014/2/7	122306			
2014/2/4	ディーブイエックス	3079	東証	株式現物売	200	1780	272	13	2014/2/7	355715			
2014/2/4	トレジャー・ファクトリー	3093	東証	株式現物売	200	1795	272	13	2014/2/7	358715			
2014/2/4	創通	3711	東証	株式現物売	200	3390	487	24	2014/2/7	677489			
2014/2/4	コロナ	5909	東証	株式現物売	100	1033	185	9	2014/2/7	103106			
2014/2/4	船井電機	6839	東証	株式現物売	400	1094	272	13	2014/2/7	437315			
2014/2/4	日本アンテナ	6930	東証	株式現物売	500	663	272	13	2014/2/7	331215			
2014/2/4	ハピネツト	7552	東証	株式現物売	500	860	272	13	2014/2/7	429715			
2014/2/4	ＧＭＯインターネット	9449	東証	株式現物売	100	1149	185	9	2014/2/7	114706			
2014/2/4	ミクシィ	2121	東証	株式現物買	100	4785	272	13	2014/2/7	478785			
2014/2/4	アークランドサービス	3085	東証	株式現物買	100	2460	272	13	2014/2/7	246285			
2014/2/4	シェブロン	CVX	NYSE	株式現物売	50	112.2500USD			2014/2/7	566557	米国株式	5,586.25	101.42
2014/2/5	ミクシィ	2121	東証	株式現物買	100	4700	272	13	2014/2/10	470285			
2014/2/5	船井電機	6839	東証	株式現物買	400	1046	272	13	2014/2/10	418685			
2014/2/6	ミクシィ	2121	PTS	株式現物買	100	5190	218	10	2014/2/12	519228			
2014/2/6	ミクシィ	2121	PTS	株式現物買	300	5200	658	33	2014/2/12	1560691			
2014/2/6	ミクシィ	2121	東証	株式現物買	300	5280	921	46	2014/2/12	1584967			
2014/2/6	片倉工業	3001	PTS	株式現物買	900	1099	462	23	2014/2/12	989585			
2014/2/6	薬王堂	3385	東証	株式現物買	200	2178	232	11	2014/2/12	435843			
2014/2/6	薬王堂	3385	東証	株式現物買	300	2179	350	18	2014/2/12	654068			
2014/2/6	アイスタイル	3660	東証	株式現物買	200	497	110	6	2014/2/12	99516			
2014/2/6	アイスタイル	3660	東証	株式現物買	200	494	108	5	2014/2/12	98913			
2014/2/6	アイスタイル	3660	東証	株式現物買	100	498	54	2	2014/2/12	49856			
2014/2/6	船井電機	6839	東証	株式現物買	100	1053	68	3	2014/2/12	105371			
2014/2/6	船井電機	6839	東証	株式現物買	300	1052	204	10	2014/2/12	315814			
2014/2/6	三共生興	8018	東証	株式現物買	1300	353	272	13	2014/2/12	459185			
2014/2/6	マルハニチロホールディングス	1334	東証	信用返済買	4000	172	1193	36	2014/2/12	26771			
2014/2/7	ミクシィ	2121	東証	株式現物売	400	4775	921	46	2014/2/13	1909033			
2014/2/7	ミクシィ	2121	東証	株式現物売	200	4815	389	20	2014/2/13	962591			
2014/2/7	ミクシィ	2121	東証	株式現物売	100	4810	193	9	2014/2/13	480798			
2014/2/10	アークランドサービス	3085	東証	株式現物売	100	2700	272	13	2014/2/14	269715			
2014/2/10	ミクシィ	2121	東証	株式現物買	100	4950	272	13	2014/2/14	495285			
2014/2/10	アールビバン	7523	東証	株式現物買	500	425	272	13	2014/2/14	212785			
2014/2/12	アークランドサービス	3085	東証	株式現物売	100	2844	272	13	2014/2/17	284115			
2014/2/12	アークランドサービス	3085	東証	株式現物売	100	2816	162	7	2014/2/17	281431			
2014/2/12	アークランドサービス	3085	東証	株式現物売	200	2817	325	17	2014/2/17	563058			
2014/2/12	アークランドサービス	3085	東証	株式現物売	100	2775	272	13	2014/2/17	277215			
2014/2/12	桧家ホールディングス	1413	名証	株式現物買	100	1369	90	4	2014/2/17	136994			
2014/2/12	桧家ホールディングス	1413	名証	株式現物買	100	1373	92	5	2014/2/17	137397			
2014/2/12	桧家ホールディングス	1413	名証	株式現物買	100	1370	90	4	2014/2/17	137094			
2014/2/12	ミクシィ	2121	東証	株式現物買	100	5000	272	13	2014/2/17	500285			
2014/2/12	ミクシィ	2121	東証	株式現物買	100	5070	487	24	2014/2/17	507511			
2014/2/12	アールビバン	7523	東証	株式現物買	500	413	272	13	2014/2/17	206785			
2014/2/12	ハピネツト	7552	東証	株式現物買	300	961	164	8	2014/2/17	288472			
2014/2/12	ハピネツト	7552	東証	株式現物買	200	960	108	5	2014/2/17	192113			
2014/2/13	アークランドサービス	3085	東証	株式現物売	100	2772	272	13	2014/2/18	276915			
2014/2/13	アークランドサービス	3085	東証	株式現物売	300	2730	437	22	2014/2/18	818541			
2014/2/13	アークランドサービス	3085	東証	株式現物売	100	2731	145	7	2014/2/18	272948			
2014/2/13	ハピネツト	7552	東証	株式現物売	500	891	272	13	2014/2/18	445215			
2014/2/13	ミクシィ	2121	東証	株式現物買	100	5250	487	24	2014/2/18	525511			
2014/2/13	ミクシィ	2121	PTS	株式現物買	100	5950	217	10	2014/2/18	595227			
2014/2/13	ミクシィ	2121	PTS	株式現物買	100	6080	462	23	2014/2/19	608485			
2014/2/13	ミクシィ	2121	PTS	株式現物買	100	5200	462	23	2014/2/18	520485			
2014/2/13	ミクシィ	2121	東証	株式現物買	100	4900	272	13	2014/2/18	490285			
2014/2/13	ミクシィ	2121	PTS	株式現物買	100	5999	219	10	2014/2/18	600129			
2014/2/13	ミクシィ	2121	PTS	株式現物買	200	6000	440	23	2014/2/18	1200463			
2014/2/13	ミクシィ	2121	PTS	株式現物買	100	6050	462	23	2014/2/19	605485			
2014/2/14	桧家ホールディングス	1413	名証	株式現物売	100	1348	97	4	2014/2/19	134699			
2014/2/14	桧家ホールディングス	1413	名証	株式現物売	400	1350	390	20	2014/2/19	539590			
2014/2/14	薬王堂	3385	東証	株式現物売	500	2206	582	29	2014/2/19	1102389			
2014/2/14	アイスタイル	3660	東証	株式現物売	500	521	272	13	2014/2/19	260215			
2014/2/14	船井電機	6839	PTS	株式現物売	800	1083	462	23	2014/2/19	865915			
2014/2/14	アールビバン	7523	東証	株式現物売	1400	383	455	23	2014/2/19	535722			
2014/2/14	アールビバン	7523	東証	株式現物売	100	384	32	1	2014/2/19	38367			
2014/2/14	桧家ホールディングス	1413	名証	株式現物買	200	1360	272	13	2014/2/19	272285			
2014/2/14	ジャストシステム	4686	東証	株式現物買	300	721	272	13	2014/2/19	216585			
2014/2/14	アールビバン	7523	東証	株式現物買	500	400	185	9	2014/2/19	200194			
2014/2/17	片倉工業	3001	PTS	株式現物売	900	1024	462	23	2014/2/20	921115			
2014/2/17	ミクシィ	2121	PTS	株式現物買	100	6570	462	23	2014/2/20	657485			
2014/2/17	片倉工業	3001	PTS	株式現物買	300	1038	259	12	2014/2/20	311671			
2014/2/17	ジャストシステム	4686	東証	株式現物買	200	695	135	6	2014/2/20	139141			
2014/2/17	ジャストシステム	4686	東証	株式現物買	200	696	137	7	2014/2/20	139344			
2014/2/18	ミクシィ	2121	PTS	株式現物買	100	6679	462	23	2014/2/21	668385			
2014/2/18	ミクシィ	2121	PTS	株式現物買	100	6594	462	23	2014/2/21	659885			
2014/2/19	ミクシィ	2121	東証	株式現物売	200	6850	582	29	2014/2/24	1369389			
2014/2/19	ミクシィ	2121	PTS	株式現物売	100	6830	462	23	2014/2/24	682515			
2014/2/19	ミクシィ	2121	東証	株式現物買	100	6680	487	24	2014/2/24	668511			
2014/2/20	プロクター & ギャンブル	PG	NYSE	配当						6625	米国株式	64.92	102.06
2014/2/20	ミクシィ	2121	PTS	株式現物買	100	6330	462	23	2014/2/25	633485			
2014/2/20	ミクシィ	2121	東証	株式現物買	100	6410	487	24	2014/2/25	641511			
2014/2/20	ミクシィ	2121	東証	株式現物買	100	6460	487	24	2014/2/25	646511			
2014/2/20	ミクシィ	2121	東証	株式現物買	100	6600	487	24	2014/2/25	660511			
2014/2/21	ジャストシステム	4686	東証	株式現物売	100	805	69	3	2014/2/26	80428			
2014/2/21	ジャストシステム	4686	東証	株式現物売	600	804	418	21	2014/2/26	481961			
2014/2/24	ミクシィ	2121	PTS	株式現物買	100	6130	462	23	2014/2/27	613485			
2014/2/25	あい　ホールディングス	3076	PTS	株式現物買	200	1637	259	12	2014/2/28	327671			
2014/2/25	旭ダイヤモンド工業	6140	東証	株式現物買	300	1243	205	10	2014/2/28	373115			
2014/2/25	旭ダイヤモンド工業	6140	東証	株式現物買	100	1242	67	3	2014/2/28	124270			
2014/2/25	アールビバン	7523	東証	株式現物買	300	380	185	9	2014/2/28	114194			
2014/2/26	片倉工業	3001	東証	株式現物売	300	1174	272	13	2014/3/3	351915			
2014/2/26	テノックス	1905	東証	株式現物買	1000	601	487	24	2014/3/3	601511			
2014/2/26	北越工業	6364	東証	株式現物買	1000	532	487	24	2014/3/3	532511			
2014/2/27	旭ダイヤモンド工業	6140	東証	株式現物売	400	1295	487	24	2014/3/4	517489			
2014/2/27	北越工業	6364	東証	株式現物売	1000	556	487	24	2014/3/4	555489			
2014/2/27	三共生興	8018	東証	株式現物売	1300	376	272	13	2014/3/4	488515			
2014/2/27	ミクシィ	2121	PTS	株式現物買	100	6218	462	23	2014/3/4	622285			
2014/2/27	アールビバン	7523	東証	株式現物買	300	390	185	9	2014/3/4	117194			
2014/2/28	テノックス	1905	東証	株式現物売	1000	555	487	24	2014/3/5	554489			
2014/2/28	ミクシィ	2121	PTS	株式現物売	100	7250	462	23	2014/3/5	724515			
2014/2/28	ミクシィ	2121	東証	信用返済売	100	6690	766	36	2014/3/5	57198			
2014/2/28	ミクシィ	2121	東証	信用新規買	100	6110	360	18	2014/3/5	--			
2014/3/1	マルカキカイ	7594	東証	配当						1036			
2014/3/3	ミクシィ	2121	東証	株式現物買	100	6600	487	24	2014/3/6	660511			
2014/3/3	ミクシィ	2121	東証	株式現物買	100	7430	487	24	2014/3/6	743511			
2014/3/3	ミクシィ	2121	東証	株式現物買	100	6850	487	24	2014/3/6	685511			
2014/3/4	ミクシィ	2121	PTS	株式現物売	100	6350	462	23	2014/3/7	634515			
2014/3/4	ミクシィ	2121	PTS	株式現物売	100	6301	462	23	2014/3/7	629615			
2014/3/4	スタジオアリス	2305	東証	株式現物買	100	1368	185	9	2014/3/7	136994			
2014/3/4	ＫＧ情報	2408	東証	株式現物買	800	502	242	12	2014/3/7	401854			
2014/3/4	ＫＧ情報	2408	東証	株式現物買	100	501	30	1	2014/3/7	50131			
2014/3/5	ミクシィ	2121	東証	株式現物売	100	6500	487	24	2014/3/10	649489			
2014/3/5	ミクシィ	2121	PTS	株式現物売	100	6550	462	23	2014/3/10	654515			
2014/3/5	ミクシィ	2121	東証	株式現物買	100	6250	487	24	2014/3/10	625511			
2014/3/6	ミクシィ	2121	東証	株式現物売	700	6050	921	46	2014/3/11	4234033			
2014/3/6	ミクシィ	2121	東証	株式現物売	400	6200	921	46	2014/3/11	2479033			
2014/3/6	ミクシィ	2121	PTS	株式現物売	200	6380	553	27	2014/3/11	1275420			
